,id,datetime,visitor_id,device_type,revenue,tax
59,60,2019-10-31 00:00:00,63263969223132,1,784.0694714144228,0.19
60,61,2019-10-11 00:00:00,15844317367520,3,790.2778199563102,0.19
61,62,2019-09-06 00:00:00,96183215176895,2,238.38245300272328,0.07
62,63,2019-09-12 00:00:00,41359763290548,4,701.4881551136967,0.19
63,64,2019-10-23 00:00:00,26405162744862,1,375.32248926518423,0.19
64,65,2019-10-16 00:00:00,70337502894181,4,658.7737340951894,0.07
65,66,2019-10-21 00:00:00,41216233649883,2,661.0032818412917,0.19
66,67,2019-08-23 00:00:00,4876869989137,1,89.87457086623604,0.19
67,68,2019-11-02 00:00:00,17420819132113,2,717.8131390427467,0.19
68,69,2019-09-16 00:00:00,71533889310724,1,553.2196100312922,0.07
69,70,2019-09-21 00:00:00,69063018278676,2,688.6705162397528,0.07
70,71,2019-08-06 00:00:00,26405162744862,3,542.5606957965897,0.19
71,72,2019-09-29 00:00:00,72306775690261,1,280.5903903192683,0.07
72,73,2019-10-01 00:00:00,55748762270042,2,91.45172279156507,0.07
73,74,2019-08-19 00:00:00,55129633864856,4,865.8031863772444,0.19
74,75,2019-08-27 00:00:00,71555221033864,3,472.89669271996934,0.19
75,76,2019-10-30 00:00:00,5371803120594,3,81.10054455851672,0.19
76,77,2019-10-08 00:00:00,89169928347381,4,486.03038770369244,0.07
77,78,2019-09-09 00:00:00,98338420914387,2,392.0515903493068,0.07
78,79,2019-10-22 00:00:00,62306243600469,2,159.2838233578885,0.07
79,80,2019-10-26 00:00:00,20627283282981,4,51.10888005039859,0.07
80,81,2019-08-07 00:00:00,52720509537266,3,646.4054152172038,0.07
81,82,2019-10-08 00:00:00,18631966576892,1,161.1708327824764,0.07
82,83,2019-08-11 00:00:00,83816064792318,4,382.182832739304,0.07
83,84,2019-09-25 00:00:00,51299022059247,4,290.9995186794043,0.07
84,85,2019-09-23 00:00:00,90406081566701,1,388.52251360805275,0.07
85,86,2019-10-18 00:00:00,65998840166045,2,830.727084387675,0.07
86,87,2019-10-04 00:00:00,64865075758500,3,294.9301188258397,0.19
87,88,2019-09-08 00:00:00,71971062719432,3,208.7308748943295,0.19
88,89,2019-09-16 00:00:00,47093250236633,4,175.2236689834256,0.07
89,90,2019-09-12 00:00:00,80898667393819,3,677.2973511257494,0.07
90,91,2019-09-03 00:00:00,22505388009858,1,8.98765843622264,0.07
91,92,2019-10-04 00:00:00,38716489905123,1,24.053172179876732,0.07
92,93,2019-10-18 00:00:00,53802011890484,1,292.06815186231927,0.07
93,94,2019-09-30 00:00:00,21908695782659,2,484.71383594937777,0.19
94,95,2019-10-08 00:00:00,90056560307925,4,771.419174175669,0.19
95,96,2019-08-14 00:00:00,53508804122862,4,692.5299402218337,0.19
96,97,2019-10-03 00:00:00,16049318864052,2,361.3406737164027,0.19
97,98,2019-09-11 00:00:00,57304043501325,2,800.7931583841232,0.19
98,99,2019-10-18 00:00:00,48585243503879,1,180.38606289623436,0.19
99,100,2019-08-15 00:00:00,91535585891862,2,150.58650209366846,0.19
100,101,2019-10-01 00:00:00,9281408126544,1,404.09809668079623,0.07
101,102,2019-10-23 00:00:00,66936803455365,4,428.4733806631785,0.19
102,103,2019-09-13 00:00:00,3620244770672,2,324.54408733288153,0.07
103,104,2019-09-06 00:00:00,24415201533027,4,668.8655477532416,0.07
104,105,2019-08-10 00:00:00,16017849869680,1,338.2010918903184,0.07
105,106,2019-09-11 00:00:00,16788677621254,4,206.56700373287592,0.19
106,107,2019-08-28 00:00:00,97387717610795,4,683.7197680942531,0.19
107,108,2019-08-19 00:00:00,80913862475882,1,666.6676007544875,0.07
108,109,2019-10-10 00:00:00,4018486171538,1,498.97268165577077,0.19
109,110,2019-08-07 00:00:00,33554454888315,4,691.6181310649492,0.07
110,111,2019-09-10 00:00:00,92135875173920,4,134.32342537943254,0.07
111,112,2019-09-02 00:00:00,14434468476221,3,668.8474366890005,0.19
112,113,2019-08-06 00:00:00,73892145464552,3,810.3885407560382,0.19
113,114,2019-11-02 00:00:00,26065535427631,3,670.9523987550108,0.19
114,115,2019-10-03 00:00:00,20104247976544,2,61.461029543005175,0.07
115,116,2019-09-30 00:00:00,11071240449757,1,77.05047707152762,0.19
116,117,2019-10-26 00:00:00,34402063431352,3,190.75933322025773,0.07
117,118,2019-10-22 00:00:00,87979838607055,3,183.03701441853045,0.19
118,119,2019-08-30 00:00:00,24371325021137,1,862.9946777056134,0.19
119,120,2019-09-09 00:00:00,94923739193007,3,496.2378345219546,0.19
120,121,2019-10-20 00:00:00,2144985475998,3,114.06831723222585,0.19
121,122,2019-10-15 00:00:00,32230429966306,4,40.29411104181763,0.19
122,123,2019-08-26 00:00:00,70302616411659,1,895.2797667711345,0.19
123,124,2019-08-19 00:00:00,33473130421512,1,69.96179496343683,0.07
124,125,2019-08-24 00:00:00,30242889444581,3,392.8687520083054,0.19
125,126,2019-09-24 00:00:00,62547685303839,4,415.79438937108097,0.07
126,127,2019-08-24 00:00:00,29739454337412,2,518.3276838586047,0.07
127,128,2019-09-14 00:00:00,58342887421824,2,361.0901203995271,0.07
128,129,2019-08-22 00:00:00,57711266526931,4,788.6566973142982,0.07
129,130,2019-08-28 00:00:00,58711966291507,3,628.3221189305184,0.07
130,131,2019-09-17 00:00:00,98020091458039,4,200.3070374688182,0.19
131,132,2019-08-15 00:00:00,2404178036246,3,626.0747863597132,0.19
132,133,2019-09-01 00:00:00,63200906034394,3,879.8008665308589,0.19
133,134,2019-09-26 00:00:00,76263612485018,2,870.0395079844529,0.19
134,135,2019-09-11 00:00:00,79057738218250,2,27.69034233176575,0.07
135,136,2019-10-15 00:00:00,74811486670216,4,388.3774511046799,0.19
136,137,2019-10-25 00:00:00,39968721847105,4,207.81581409728182,0.07
137,138,2019-08-13 00:00:00,57768575774419,4,0.9980590576005888,0.07
138,139,2019-09-10 00:00:00,46626363688036,4,43.05593883107676,0.07
139,140,2019-08-15 00:00:00,26379414989804,1,138.65285199656168,0.19
140,141,2019-09-13 00:00:00,86373249798687,2,829.5542066295428,0.07
141,142,2019-09-28 00:00:00,73041876226907,4,339.0773479230534,0.19
142,143,2019-10-19 00:00:00,82937968309427,3,452.55666300245144,0.07
143,144,2019-10-20 00:00:00,31874138200182,4,564.1238666363164,0.07
144,145,2019-08-22 00:00:00,8746901373044,2,19.953299518259406,0.19
145,146,2019-09-09 00:00:00,32766694536511,3,251.19862851769273,0.07
146,147,2019-08-11 00:00:00,53380026029283,3,252.607772640679,0.19
147,148,2019-08-17 00:00:00,64694086206474,4,304.7178530611361,0.07
148,149,2019-09-17 00:00:00,78033327432238,1,330.37712303213124,0.07
149,150,2019-08-07 00:00:00,61596726268355,4,555.0908626068045,0.07
150,151,2019-09-22 00:00:00,696471322797,2,228.3740398159256,0.07
151,152,2019-10-18 00:00:00,17074544653216,1,734.1816208272132,0.07
152,153,2019-10-26 00:00:00,46867499719996,1,761.4859664512024,0.19
153,154,2019-10-27 00:00:00,72515262185313,2,543.0109460358711,0.19
154,155,2019-08-06 00:00:00,29338400618673,1,195.8410935577843,0.19
155,156,2019-11-01 00:00:00,58384091037630,4,746.5737384743694,0.07
156,157,2019-10-22 00:00:00,75044192427365,3,180.43885676783327,0.07
157,158,2019-10-19 00:00:00,82022647357682,4,792.7112370514659,0.07
158,159,2019-08-11 00:00:00,72714931690865,1,780.7628329872822,0.19
159,160,2019-10-24 00:00:00,99094913875672,1,295.2688094029773,0.19
160,161,2019-10-11 00:00:00,48838228682393,3,598.8880431861415,0.19
161,162,2019-10-21 00:00:00,12832092260284,1,78.86830727104005,0.19
162,163,2019-09-20 00:00:00,28393368948826,2,154.94257811197423,0.19
163,164,2019-08-30 00:00:00,45281151514884,4,462.02055380810754,0.19
164,165,2019-08-06 00:00:00,18806762222218,4,618.9815733594558,0.19
165,166,2019-11-03 00:00:00,48133977535357,1,663.5923087322706,0.07
166,167,2019-09-14 00:00:00,86291335955461,1,481.2762726755384,0.07
167,168,2019-10-03 00:00:00,10441179245759,4,618.7975121593596,0.07
168,169,2019-09-07 00:00:00,86202254902906,2,146.05351476447564,0.07
169,170,2019-09-13 00:00:00,6397692115309,2,619.1177383515233,0.07
170,171,2019-10-09 00:00:00,49451679619828,4,833.0589263785271,0.19
171,172,2019-11-03 00:00:00,85329349401224,2,33.14630197468134,0.19
172,173,2019-11-03 00:00:00,11478239028512,4,896.1875583192365,0.19
173,174,2019-09-10 00:00:00,79540047544052,4,351.613426297381,0.19
174,175,2019-10-24 00:00:00,25249238738718,3,277.1799105542277,0.19
175,176,2019-09-28 00:00:00,92028604144104,1,105.49440746821787,0.19
176,177,2019-10-08 00:00:00,38469549974220,2,189.2773720616493,0.07
177,178,2019-09-20 00:00:00,31147233899056,2,29.99661203956937,0.19
178,179,2019-10-13 00:00:00,72166646925123,1,353.8118782134438,0.19
179,180,2019-10-29 00:00:00,20822310027153,4,340.4246939346164,0.07
180,181,2019-08-29 00:00:00,17015371063415,4,726.5940156928644,0.07
181,182,2019-09-28 00:00:00,84610345702327,3,180.94577699633422,0.07
182,183,2019-09-05 00:00:00,98414938682825,4,180.92871668211959,0.07
183,184,2019-10-23 00:00:00,63166487186959,2,601.9693724902694,0.19
184,185,2019-08-28 00:00:00,78621644312950,3,25.731700504994564,0.19
185,186,2019-10-25 00:00:00,2521639348317,4,759.2119327263564,0.07
186,187,2019-10-02 00:00:00,37199673053588,1,522.4708665023993,0.19
187,188,2019-08-26 00:00:00,77897436341417,1,562.3414057446149,0.07
188,189,2019-08-24 00:00:00,82720402786607,3,221.02238150192198,0.07
189,190,2019-10-08 00:00:00,61217730502305,1,520.2356345217395,0.07
190,191,2019-10-13 00:00:00,15349552823277,3,846.3462853734673,0.19
191,192,2019-10-29 00:00:00,83156790900938,2,316.314919693598,0.07
192,193,2019-10-16 00:00:00,81429640855024,3,557.4443384506981,0.19
193,194,2019-09-01 00:00:00,26726126683197,1,642.5141761334174,0.07
194,195,2019-08-21 00:00:00,67272237547020,1,751.3202364275461,0.19
195,196,2019-08-27 00:00:00,57272798494141,3,694.2713375075001,0.07
196,197,2019-09-07 00:00:00,37634138685633,2,305.1955796229129,0.19
197,198,2019-08-22 00:00:00,65668315736227,2,681.5538126869418,0.07
198,199,2019-08-09 00:00:00,77625437166605,1,848.5621216113797,0.19
199,200,2019-10-28 00:00:00,37532206428843,3,381.881278228992,0.19
200,201,2019-09-15 00:00:00,17556095599792,4,493.7894017265533,0.07
201,202,2019-09-14 00:00:00,32601703238920,4,760.4140514455138,0.19
202,203,2019-08-12 00:00:00,8211386250130,3,352.0655333542827,0.07
203,204,2019-10-23 00:00:00,18382673212693,1,697.4300364849997,0.19
204,205,2019-09-01 00:00:00,22399115224220,1,831.4731691129496,0.07
205,206,2019-10-05 00:00:00,38712799665538,4,652.4644565067799,0.07
206,207,2019-10-26 00:00:00,93507204971755,3,402.96006746794245,0.19
207,208,2019-10-21 00:00:00,7382127522277,1,642.2502749886122,0.07
208,209,2019-09-20 00:00:00,10698522990654,4,195.66323867571688,0.07
209,210,2019-08-11 00:00:00,68338791853544,4,502.43802682520425,0.07
210,211,2019-08-08 00:00:00,90315681642134,1,413.22529397011823,0.19
211,212,2019-09-20 00:00:00,55768570081962,3,471.7849611808423,0.19
212,213,2019-09-28 00:00:00,2507880091335,4,144.7461115964742,0.07
213,214,2019-09-19 00:00:00,35353957232995,4,644.1844830907039,0.07
214,215,2019-10-01 00:00:00,93685526993860,4,13.863238949042504,0.07
215,216,2019-10-09 00:00:00,40278915353239,4,699.5884560529502,0.07
216,217,2019-08-16 00:00:00,87409142901766,2,763.1754843973133,0.07
217,218,2019-09-13 00:00:00,37532206428843,4,397.7051659589238,0.19
218,219,2019-09-03 00:00:00,2086917030708,1,803.8384826270426,0.07
219,220,2019-10-29 00:00:00,64847350491582,4,862.7708292937556,0.19
220,221,2019-10-22 00:00:00,12112217177864,4,209.82681149174627,0.19
221,222,2019-10-03 00:00:00,15879709360611,1,766.3068213460812,0.19
222,223,2019-10-17 00:00:00,1988258251896,2,198.45474919186196,0.07
223,224,2019-10-05 00:00:00,49586564372940,3,580.310087755277,0.07
224,225,2019-09-08 00:00:00,50858910942896,3,6.818123293374812,0.19
225,226,2019-09-07 00:00:00,59210507405112,3,93.72154877131061,0.19
226,227,2019-08-29 00:00:00,84614719586455,1,184.52963548131123,0.07
227,228,2019-10-06 00:00:00,19687282188823,2,886.6300793230472,0.19
228,229,2019-10-23 00:00:00,53067635695797,2,523.278899220749,0.19
229,230,2019-09-12 00:00:00,19687282188823,3,429.0313321936161,0.19
230,231,2019-08-07 00:00:00,4058704125570,1,164.89747600198987,0.19
231,232,2019-10-30 00:00:00,95197492184610,4,387.57112289712677,0.07
232,233,2019-09-22 00:00:00,76304454656332,3,214.47714025208643,0.19
233,234,2019-08-28 00:00:00,38255290592927,2,512.100127753435,0.07
234,235,2019-10-11 00:00:00,10827646079247,1,890.7625723398485,0.07
235,236,2019-09-22 00:00:00,90765096333427,4,473.85017917368964,0.07
236,237,2019-10-05 00:00:00,13338811947619,1,841.478982800678,0.07
237,238,2019-08-17 00:00:00,31381868671164,4,614.4316944511506,0.07
238,239,2019-10-03 00:00:00,36167575509560,3,444.9661400961855,0.07
239,240,2019-09-14 00:00:00,27567058713509,4,397.84707201829167,0.19
240,241,2019-08-29 00:00:00,66936803455365,3,785.9296238903413,0.07
241,242,2019-10-15 00:00:00,98198722289603,3,619.4938016738437,0.19
242,243,2019-10-01 00:00:00,58289270550674,4,488.96579293209965,0.07
243,244,2019-08-20 00:00:00,14497740870073,4,211.14393727631395,0.19
244,245,2019-08-31 00:00:00,17712536102649,4,502.38467937233685,0.19
245,246,2019-08-26 00:00:00,95237120994766,2,708.0374741687401,0.19
246,247,2019-09-23 00:00:00,21443715510070,2,639.9774750092528,0.19
247,248,2019-09-06 00:00:00,65457803850577,2,808.5994860215982,0.07
248,249,2019-08-19 00:00:00,8119136818471,2,577.9935768954635,0.07
249,250,2019-09-29 00:00:00,50853147901423,2,267.665503394309,0.07
250,251,2019-10-10 00:00:00,91931974797392,3,548.5814594447821,0.19
251,252,2019-10-02 00:00:00,83577995191748,3,503.3914131440752,0.19
252,253,2019-10-04 00:00:00,13211367900270,3,807.9459722289265,0.07
253,254,2019-08-21 00:00:00,40692451581985,1,384.8796445502022,0.19
254,255,2019-10-22 00:00:00,27930497600262,2,383.42025779690186,0.19
255,256,2019-09-20 00:00:00,99126830143165,3,274.43215583674044,0.19
256,257,2019-10-01 00:00:00,80065136783836,1,704.3729289811708,0.07
257,258,2019-10-03 00:00:00,52376183538822,1,424.6388293723484,0.19
258,259,2019-10-20 00:00:00,2666045211699,2,52.91472971376034,0.07
259,260,2019-09-15 00:00:00,35601601087149,3,495.8701572904861,0.07
260,261,2019-10-08 00:00:00,25662618227295,3,320.48970112417686,0.19
261,262,2019-08-30 00:00:00,59506003137877,1,629.1096078155157,0.07
262,263,2019-08-26 00:00:00,35174727331619,2,745.9449447874151,0.07
263,264,2019-09-07 00:00:00,2339074478104,1,701.6764642183737,0.19
264,265,2019-09-26 00:00:00,14262500170292,4,742.4227999899022,0.19
265,266,2019-08-29 00:00:00,60844228528810,4,750.5641638321573,0.19
266,267,2019-09-03 00:00:00,55799729262919,3,117.06528475612944,0.07
267,268,2019-10-10 00:00:00,46735096856415,4,48.603023645104045,0.19
268,269,2019-10-03 00:00:00,95078718581654,4,158.5285321221833,0.07
269,270,2019-08-10 00:00:00,71609081202171,4,872.2886129507943,0.19
270,271,2019-08-31 00:00:00,44944277658386,1,629.1159291279907,0.07
271,272,2019-10-18 00:00:00,2404178036246,1,179.82519943900897,0.07
272,273,2019-08-18 00:00:00,96667340588795,1,532.3702085340234,0.07
273,274,2019-09-13 00:00:00,88367278839508,1,145.11044619152747,0.07
274,275,2019-08-19 00:00:00,10674636295267,3,743.8228903780645,0.07
275,276,2019-10-02 00:00:00,60723483660888,1,484.04370679217067,0.19
276,277,2019-10-17 00:00:00,20036311839020,3,183.8038906976456,0.19
277,278,2019-11-01 00:00:00,54025513931879,1,408.99526045881134,0.19
278,279,2019-09-17 00:00:00,56506946116975,2,530.1740624797324,0.19
279,280,2019-11-02 00:00:00,97918556949769,1,125.23242638705105,0.07
280,281,2019-08-16 00:00:00,46073391748758,2,625.2598687611509,0.07
281,282,2019-10-21 00:00:00,13288310009225,2,509.72398236273654,0.07
282,283,2019-09-22 00:00:00,11346661602529,1,45.81711940567189,0.19
283,284,2019-09-01 00:00:00,8181768934502,2,64.47791187538583,0.19
284,285,2019-10-21 00:00:00,73293765302634,3,563.2732115028966,0.19
285,286,2019-08-07 00:00:00,29456898890357,4,306.8330865572908,0.07
286,287,2019-10-28 00:00:00,13254512462375,2,423.61241778642005,0.19
287,288,2019-09-26 00:00:00,53037315548969,2,17.008322871595617,0.19
288,289,2019-09-08 00:00:00,35868083522548,1,562.5447180918786,0.07
289,290,2019-09-03 00:00:00,54686232484756,4,892.4690571468074,0.07
290,291,2019-09-09 00:00:00,5229891965018,2,768.712650927969,0.19
291,292,2019-08-15 00:00:00,21581068597227,3,726.662409929186,0.19
292,293,2019-08-28 00:00:00,84725499961911,3,590.1559851380714,0.07
293,294,2019-10-10 00:00:00,25793115747188,2,415.44897508855695,0.19
294,295,2019-10-12 00:00:00,12770198341288,4,237.72524239946657,0.19
295,296,2019-08-27 00:00:00,62460955269333,1,484.121413568706,0.19
296,297,2019-10-15 00:00:00,66493906025687,4,648.201300076478,0.07
297,298,2019-10-19 00:00:00,35254955759386,2,733.500485263814,0.07
298,299,2019-09-18 00:00:00,59238814497747,2,821.0154991486967,0.07
299,300,2019-10-05 00:00:00,6650846820916,4,499.4953244238564,0.19
300,301,2019-08-21 00:00:00,45546484045065,1,474.557008857327,0.07
301,302,2019-09-21 00:00:00,81673733125078,2,160.2387016420847,0.07
302,303,2019-08-07 00:00:00,811945222094,3,437.8462800899391,0.19
303,304,2019-08-26 00:00:00,62055983495027,2,467.93023118914516,0.07
304,305,2019-08-31 00:00:00,66981520617716,3,218.93121656870662,0.19
305,306,2019-08-16 00:00:00,28393368948826,4,880.6692535699206,0.19
306,307,2019-10-07 00:00:00,18959853076729,3,793.2471791321426,0.19
307,308,2019-10-06 00:00:00,98387289449951,3,401.4414326476819,0.19
308,309,2019-08-26 00:00:00,76110568798871,3,477.08687570135857,0.19
309,310,2019-09-18 00:00:00,22879843507858,1,528.931163962922,0.07
310,311,2019-08-24 00:00:00,38059726764377,4,327.17807299954336,0.07
311,312,2019-08-06 00:00:00,95544654123292,3,422.2412032432818,0.07
312,313,2019-08-16 00:00:00,96883769273574,2,234.49280327895144,0.07
313,314,2019-09-25 00:00:00,62556923106807,4,564.9914843212435,0.19
314,315,2019-09-11 00:00:00,97050951631857,2,729.0019819179905,0.07
315,316,2019-09-22 00:00:00,28791890098995,1,21.35738010134063,0.07
316,317,2019-10-04 00:00:00,42470263856138,4,904.16781882661,0.07
317,318,2019-09-25 00:00:00,10491952450672,3,807.34857779991,0.19
318,319,2019-08-19 00:00:00,92862483328878,2,356.70498396763065,0.07
319,320,2019-08-17 00:00:00,89383413204380,2,828.3530700884555,0.19
320,321,2019-08-26 00:00:00,65004257238368,2,355.2433313660726,0.19
321,322,2019-10-17 00:00:00,75118531672639,1,394.35415229770257,0.19
322,323,2019-10-18 00:00:00,42616538380651,3,395.6735191982758,0.19
323,324,2019-10-17 00:00:00,37252412149199,2,133.7691270764912,0.19
324,325,2019-10-12 00:00:00,62146801940663,2,130.72058487916578,0.07
325,326,2019-10-03 00:00:00,17758634549650,2,542.1909166807743,0.19
326,327,2019-09-08 00:00:00,56513401642207,4,72.50962231377609,0.07
327,328,2019-10-27 00:00:00,41359763290548,4,804.2657314526698,0.07
328,329,2019-10-17 00:00:00,65438226566028,2,675.9240927807866,0.07
329,330,2019-10-23 00:00:00,72048741030221,1,308.7237608030599,0.19
330,331,2019-09-16 00:00:00,63379528476523,4,770.8842181246198,0.19
331,332,2019-09-02 00:00:00,82495538111240,2,824.5042139450294,0.07
332,333,2019-09-01 00:00:00,70208224506060,1,580.1085434339402,0.19
333,334,2019-09-25 00:00:00,97484631123613,4,307.93141523179594,0.19
334,335,2019-10-02 00:00:00,19781994955287,2,487.6255896851392,0.07
335,336,2019-09-05 00:00:00,21426907304644,4,543.5572992924313,0.07
336,337,2019-09-04 00:00:00,9506441220753,1,52.26502924211286,0.19
337,338,2019-10-22 00:00:00,36233404283876,1,857.1355511170398,0.19
338,339,2019-08-22 00:00:00,16644459031305,1,164.76296227647634,0.19
339,340,2019-09-21 00:00:00,9717736031844,4,612.0400789297861,0.07
340,341,2019-10-16 00:00:00,48518617231976,1,568.0579805955825,0.19
341,342,2019-10-19 00:00:00,27394093850491,1,493.1267108571334,0.19
342,343,2019-08-20 00:00:00,71523398635143,4,401.50862389842325,0.19
343,344,2019-10-19 00:00:00,33554454888315,4,296.3793317299218,0.19
344,345,2019-09-04 00:00:00,65004257238368,2,460.98195950946257,0.19
345,346,2019-10-28 00:00:00,34095578469395,2,415.1703863285157,0.07
346,347,2019-10-22 00:00:00,3834222619038,2,104.65871832244517,0.19
347,348,2019-08-18 00:00:00,68488525727247,1,732.2538889384618,0.19
348,349,2019-08-20 00:00:00,58040322695919,2,420.051111315615,0.07
349,350,2019-08-14 00:00:00,63759226206117,3,750.8356398352706,0.19
350,351,2019-09-27 00:00:00,75384348881430,4,192.09056486083077,0.07
351,352,2019-09-20 00:00:00,91597615095488,2,512.0923359157042,0.19
352,353,2019-08-19 00:00:00,76956575269751,3,127.47016561665909,0.19
353,354,2019-08-06 00:00:00,77119251441412,4,279.34912352484946,0.07
354,355,2019-10-16 00:00:00,2144985475998,1,589.6706399002632,0.07
355,356,2019-08-11 00:00:00,47283822084497,1,522.9565817725388,0.19
356,357,2019-09-07 00:00:00,57370495041967,2,810.8505992139901,0.19
357,358,2019-08-23 00:00:00,6386380465407,3,179.88990866622532,0.19
358,359,2019-08-29 00:00:00,70540833279484,3,245.4291672143682,0.07
359,360,2019-09-04 00:00:00,29937006135175,1,332.94465733807544,0.19
360,361,2019-10-10 00:00:00,98020091458039,3,37.40605384851181,0.07
361,362,2019-09-07 00:00:00,41942363678570,4,675.9690786277292,0.07
362,363,2019-09-14 00:00:00,56705892581513,3,328.51232998554167,0.07
363,364,2019-10-06 00:00:00,72252710728166,1,627.8816647007353,0.07
364,365,2019-10-25 00:00:00,22749068977717,3,688.6259461648665,0.07
365,366,2019-10-14 00:00:00,94057593648094,4,734.1428225523634,0.19
366,367,2019-09-03 00:00:00,31715192293634,4,896.2323303001165,0.07
367,368,2019-08-30 00:00:00,11144732554646,2,543.8404879985601,0.07
368,369,2019-08-06 00:00:00,55739889810136,2,214.49086659414579,0.19
369,370,2019-09-26 00:00:00,39895860787460,4,530.5473406352406,0.19
370,371,2019-09-16 00:00:00,48400124929630,4,601.4034464658357,0.07
371,372,2019-08-26 00:00:00,51103039763707,2,488.7447692927147,0.07
372,373,2019-10-06 00:00:00,76829596674521,2,734.6580766030062,0.19
373,374,2019-10-25 00:00:00,17118832922962,2,327.7091099722084,0.19
374,375,2019-09-17 00:00:00,49025145767044,1,116.10657447400668,0.07
375,376,2019-10-15 00:00:00,72678058511508,2,664.1027960446019,0.07
376,377,2019-09-17 00:00:00,7244465631613,2,299.1443112998224,0.07
